,ASX code,Company name,Security type,ISIN code,hashtags,cashtags
811,GW1,GREENWING RESOURCES,ORDINARY FULLY PAID,AU0000166613,#GW1,$GW1
812,GTR,GTI RESOURCES,ORDINARY FULLY PAID,AU000000GTR4,#GTR,$GTR
813,GTN,GTN LIMITED,ORDINARY FULLY PAID,AU000000GTN3,#GTN,$GTN
814,GMC,GULF MANGANESE CORP,ORDINARY FULLY PAID,AU000000GMC1,#GMC,$GMC
815,GUL,GULLEWA LIMITED,ORDINARY FULLY PAID,AU000000GUL5,#GUL,$GUL
816,GWA,GWA GROUP LTD,ORDINARY FULLY PAID,AU000000GWA4,#GWA,$GWA
817,GWR,GWR GROUP LTD,ORDINARY FULLY PAID,AU000000GWR8,#GWR,$GWR
818,HMG,HAMELINGOLDLIMITED,ORDINARY FULLY PAID,AU0000178071,#HMG,$HMG
819,HMX,HAMMER METALS LTD,ORDINARY FULLY PAID,AU000000HMX5,#HMX,$HMX
820,HHM,HAMPTON HILL MINING,ORDINARY FULLY PAID,AU000000HHM8,#HHM,$HHM
821,HNR,HANNANS LTD,ORDINARY FULLY PAID,AU000000HNR5,#HNR,$HNR
822,HSN,HANSEN TECHNOLOGIES,ORDINARY FULLY PAID,AU000000HSN3,#HSN,$HSN
823,HVM,HAPPY VALLEY,ORDINARY FULLY PAID,NZHVME0009S4,#HVM,$HVM
824,HMY,HARMONEY CORP LTD,ORDINARY FULLY PAID,NZHMYE0001S5,#HMY,$HMY
825,HT8,HARRIS TECHNOLOGY GL,ORDINARY FULLY PAID,AU000000HT83,#HT8,$HT8
826,HHR,HARTSHEAD RESOURCES,ORDINARY FULLY PAID,AU0000154148,#HHR,$HHR
827,HTG,HARVEST TECH GRP LTD,ORDINARY FULLY PAID,AU0000082422,#HTG,$HTG
828,HVN,HARVEY NORMAN,ORDINARY FULLY PAID,AU000000HVN7,#HVN,$HVN
829,HAS,HASTINGS TECH MET,ORDINARY FULLY PAID,AU000000HAS0,#HAS,$HAS
830,HAV,HAVILAH RESOURCES,ORDINARY FULLY PAID,AU000000HAV4,#HAV,$HAV
831,HIO,HAWSONS IRON LTD,ORDINARY FULLY PAID,AU0000171290,#HIO,$HIO
832,HAW,HAWTHORN RESOURCES,ORDINARY FULLY PAID,AU000000HAW2,#HAW,$HAW
833,HZR,HAZER GROUP LIMITED,ORDINARY FULLY PAID,AU000000HZR9,#HZR,$HZR
834,HLS,HEALIUS,ORDINARY FULLY PAID,AU0000033359,#HLS,$HLS
835,HHI,HEALTH HOUSE INT LTD,ORDINARY FULLY PAID,AU0000141368,#HHI,$HHI
836,HPP,HEALTH PLANT PROTEIN,ORDINARY FULLY PAID,AU0000129710,#HPP,$HPP
837,HLA,HEALTHIA LIMITED,ORDINARY FULLY PAID,AU0000021693,#HLA,$HLA
838,HSO,HEALTHSCOPE LIMITED.,ORDINARY FULLY PAID,AU000000HSO1,#HSO,$HSO
839,HM1,HEARTS AND MINDS,ORDINARY FULLY PAID,AU0000026569,#HM1,$HM1
840,HVY,HEAVYMINERALSLIMITED,ORDINARY FULLY PAID,AU0000168668,#HVY,$HVY
841,HE8,HELIOS ENERGY LTD,ORDINARY FULLY PAID,AU000000HE80,#HE8,$HE8
842,HLX,HELIX RESOURCES,ORDINARY FULLY PAID,AU000000HLX7,#HLX,$HLX
843,HLO,HELLOWORLD TRAVL LTD,ORDINARY FULLY PAID,AU000000HLO6,#HLO,$HLO
844,HMD,HERAMED LIMITED,ORDINARY FULLY PAID,AU0000028367,#HMD,$HMD
845,HRR,HERON RESOURCES,ORDINARY FULLY PAID,AU000000HRR6,#HRR,$HRR
846,HXG,HEXAGON ENERGY,ORDINARY FULLY PAID,AU000000HXG7,#HXG,$HXG
847,HXL,HEXIMA,ORDINARY FULLY PAID,AU0000111932,#HXL,$HXL
848,HNG,HGL LIMITED,ORDINARY FULLY PAID,AU000000HNG8,#HNG,$HNG
849,HPR,HIGH PEAK ROYALTIES,ORDINARY FULLY PAID,AU000000HPR0,#HPR,$HPR
850,HFR,HIGHFIELD RES LTD,ORDINARY FULLY PAID,AU000000HFR1,#HFR,$HFR
851,HGO,HILLGROVE RES LTD,ORDINARY FULLY PAID,AU000000HGO6,#HGO,$HGO
852,HIL,HILLS LTD,ORDINARY FULLY PAID,AU000000HIL8,#HIL,$HIL
853,HPG,HIPAGES GROUP,ORDINARY FULLY PAID,AU0000112104,#HPG,$HPG
854,HMI,HIREMII,ORDINARY FULLY PAID,AU0000143471,#HMI,$HMI
855,HIT,HITECH GROUP AUST.,ORDINARY FULLY PAID,AU000000HIT1,#HIT,$HIT
856,HIQ,HITIQ LIMITED,ORDINARY FULLY PAID,AU0000148967,#HIQ,$HIQ
857,HCT,HOLISTA COLLTECH LTD,ORDINARY FULLY PAID,AU000000HCT4,#HCT,$HCT
858,HRZ,HORIZON,ORDINARY FULLY PAID,AU0000053373,#HRZ,$HRZ
859,HRN,HORIZON GOLD LTD,ORDINARY FULLY PAID,AU000000HRN5,#HRN,$HRN
860,HZN,HORIZON OIL LIMITED,ORDINARY FULLY PAID,AU000000HZN8,#HZN,$HZN
861,HOR,HORSESHOE METALS LTD,ORDINARY FULLY PAID,AU000000HOR3,#HOR,$HOR
862,HCH,HOT CHILI LTD,ORDINARY FULLY PAID,AU000000HCH9,#HCH,$HCH
863,HWH,HOUSTON WE HAVE LTD,ORDINARY FULLY PAID,AU0000073439,#HWH,$HWH
864,HRL,HRLHOLDING,ORDINARY FULLY PAID,AU000000HRL9,#HRL,$HRL
865,HSC,HSC TECHNOLOGY GROUP,ORDINARY FULLY PAID,AU0000030348,#HSC,$HSC
866,HT1,HT&E LIMITED,ORDINARY FULLY PAID,AU000000HT18,#HT1,$HT1
867,HUB,HUB24 LTD,ORDINARY FULLY PAID,AU000000HUB4,#HUB,$HUB
868,HFY,HUBIFY LTD,ORDINARY FULLY PAID,AU0000114852,#HFY,$HFY
869,HGL,HUDSON INVESTMENT,ORDINARY FULLY PAID,AU000000HGL2,#HGL,$HGL
870,HUM,HUMM GROUP LIMITED,ORDINARY FULLY PAID,AU0000121337,#HUM,$HUM
871,HUO,HUON AQUACULTURE GRP,ORDINARY FULLY PAID,AU000000HUO7,#HUO,$HUO
872,HTA,HUTCHISON,ORDINARY FULLY PAID,AU000000HTA8,#HTA,$HTA
873,HYD,HYDRIX LIMITED,ORDINARY FULLY PAID,AU0000028979,#HYD,$HYD
874,HCD,HYDROCARBON DYNAMIC,ORDINARY FULLY PAID,AU0000074742,#HCD,$HCD
875,HYM,HYPERION METALS LTD,ORDINARY FULLY PAID,AU0000145831,#HYM,$HYM
876,IS3,I SYNERGY GROUP LTD,ORDINARY FULLY PAID,AU000000IS34,#IS3,$IS3
877,ICI,ICANDY INTERACTIVE,ORDINARY FULLY PAID,AU000000ICI5,#ICI,$ICI
878,ICQ,ICAR ASIA LTD,ORDINARY FULLY PAID,AU000000ICQ8,#ICQ,$ICQ
879,ICL,ICENI GOLD,ORDINARY FULLY PAID,AU0000140030,#ICL,$ICL
880,ICE,ICETANA LIMITED,ORDINARY FULLY PAID,AU0000067621,#ICE,$ICE
881,ICT,ICOLLEGE LIMITED,ORDINARY FULLY PAID,AU000000ICT2,#ICT,$ICT
882,ICN,ICON ENERGY LIMITED,ORDINARY FULLY PAID,AU000000ICN5,#ICN,$ICN
883,ICS,ICSGLOBAL LIMITED,ORDINARY FULLY PAID,AU000000ICS4,#ICS,$ICS
884,ID8,IDENTITII LIMITED,ORDINARY FULLY PAID,AU0000021800,#ID8,$ID8
885,IEL,IDP EDUCATION LTD,ORDINARY FULLY PAID,AU000000IEL5,#IEL,$IEL
886,IDT,IDT AUSTRALIA LTD,ORDINARY FULLY PAID,AU000000IDT0,#IDT,$IDT
887,IGN,IGNITE LTD,ORDINARY FULLY PAID,AU0000033763,#IGN,$IGN
888,IGO,IGO LIMITED,ORDINARY FULLY PAID,AU000000IGO4,#IGO,$IGO
889,IKW,IKWEZI MINING LTD,ORDINARY FULLY PAID,BMG471001054,#IKW,$IKW
890,ILU,ILUKA RESOURCES,ORDINARY FULLY PAID,AU000000ILU1,#ILU,$ILU
891,IMA,IMAGE RESOURCES NL,ORDINARY FULLY PAID,AU000000IMA1,#IMA,$IMA
892,IBX,IMAGION BIOSYS LTD,ORDINARY FULLY PAID,AU000000IBX6,#IBX,$IBX
893,IMD,IMDEX LIMITED,ORDINARY FULLY PAID,AU000000IMD5,#IMD,$IMD
894,IME,IMEXHS LIMITED,ORDINARY FULLY PAID,AU0000023053,#IME,$IME
895,IMC,IMMURON LIMITED,ORDINARY FULLY PAID,AU000000IMC7,#IMC,$IMC
896,IMM,IMMUTEP LTD,ORDINARY FULLY PAID,AU000000IMM6,#IMM,$IMM
897,IPT,IMPACT MINERALS,ORDINARY FULLY PAID,AU000000IPT4,#IPT,$IPT
898,IPD,IMPEDIMED LIMITED,ORDINARY FULLY PAID,AU000000IPD8,#IPD,$IPD
899,IMS,IMPELUS LTD,ORDINARY FULLY PAID,AU000000IMS3,#IMS,$IMS
900,IPC,IMPERIAL PACIFIC LTD,ORDINARY FULLY PAID,AU000000IPC0,#IPC,$IPC
901,IMU,IMUGENE LIMITED,ORDINARY FULLY PAID,AU000000IMU9,#IMU,$IMU
902,ICG,INCA MINERALS LTD,ORDINARY FULLY PAID,AU000000ICG9,#ICG,$ICG
903,IHL,INCANNEX HEALTHCARE,ORDINARY FULLY PAID,AU000000IHL8,#IHL,$IHL
904,INP,INCENTIAPAY LTD,ORDINARY FULLY PAID,AU0000007411,#INP,$INP
905,IPL,INCITEC PIVOT,ORDINARY FULLY PAID,AU000000IPL1,#IPL,$IPL
906,INY,INCOME ASSET,ORDINARY FULLY PAID,AU0000172082,#INY,$INY
907,IDA,INDIANA RESOURCES,ORDINARY FULLY PAID,AU000000IDA0,#IDA,$IDA
908,IDZ,INDOOR SKYDIVE AUST,ORDINARY FULLY PAID,AU000000IDZ7,#IDZ,$IDZ
909,IND,INDUSTRIALMINERALS,ORDINARY FULLY PAID,AU0000158578,#IND,$IND
910,INF,INFINITY LITHIUM,ORDINARY FULLY PAID,AU0000007627,#INF,$INF
911,IFM,INFOMEDIA LTD,ORDINARY FULLY PAID,AU000000IFM0,#IFM,$IFM
912,ING,INGHAMS GROUP,ORDINARY FULLY PAID,AU000000ING6,#ING,$ING
913,IRX,INHALERX LIMITED,ORDINARY FULLY PAID,AU0000179475,#IRX,$IRX
914,IAG,INSURANCE AUSTRALIA,ORDINARY FULLY PAID,AU000000IAG3,#IAG,$IAG
915,IGE,INT GREEN ENERGY,ORDINARY FULLY PAID,AU000000IGE5,#IGE,$IGE
916,IP1,INT PAYMENT TECH LTD,ORDINARY FULLY PAID,AU000000IP11,#IP1,$IP1
917,ITG,INTEGA GROUP LIMITED,ORDINARY FULLY PAID,AU0000058224,#ITG,$ITG
918,IDX,INTEGRAL DIAGNOSTICS,ORDINARY FULLY PAID,AU000000IDX2,#IDX,$IDX
919,IRI,INTEGRATED RESEARCH,ORDINARY FULLY PAID,AU000000IRI3,#IRI,$IRI
920,ICR,INTELICARE HOLDINGS,ORDINARY FULLY PAID,AU0000081788,#ICR,$ICR
921,IHR,INTELLIHR LIMITED,ORDINARY FULLY PAID,AU000000IHR5,#IHR,$IHR
922,IEQ,INTERNATIONAL EQUITI,ORDINARY FULLY PAID,AU000000IEQ4,#IEQ,$IEQ
923,IEC,INTRA ENERGY CORP,ORDINARY FULLY PAID,AU000000IEC4,#IEC,$IEC
924,IVT,INVENTIS LIMITED,ORDINARY FULLY PAID,AU000000IVT2,#IVT,$IVT
925,IVR,INVESTIGATOR RES LTD,ORDINARY FULLY PAID,AU000000IVR6,#IVR,$IVR
926,INV,INVESTSMART GROUP,ORDINARY FULLY PAID,AU000000INV5,#INV,$INV
927,IXC,INVEX THER,ORDINARY FULLY PAID,AU0000048621,#IXC,$IXC
928,IVZ,INVICTUS ENERGY LTD,ORDINARY FULLY PAID,AU0000016560,#IVZ,$IVZ
929,IVO,INVIGOR GROUP LTD,ORDINARY FULLY PAID,AU000000IVO3,#IVO,$IVO
930,IVX,INVION LTD,ORDINARY FULLY PAID,AU000000IVX4,#IVX,$IVX
931,IVC,INVOCARE LIMITED,ORDINARY FULLY PAID,AU000000IVC8,#IVC,$IVC
932,IOD,IODM LIMITED,ORDINARY FULLY PAID,AU000000IOD1,#IOD,$IOD
933,INR,IONEER LTD,ORDINARY FULLY PAID,AU0000028946,#INR,$INR
934,IXR,IONIC RARE EARTHS,ORDINARY FULLY PAID,AU0000081341,#IXR,$IXR
935,IFL,IOOF HOLDINGS LTD,ORDINARY FULLY PAID,AU000000IFL2,#IFL,$IFL
936,IOU,IOUPAY LIMITED,ORDINARY FULLY PAID,AU0000108409,#IOU,$IOU
937,IPB,IPB PETROLEUM LTD,ORDINARY FULLY PAID,AU000000IPB2,#IPB,$IPB
938,IPH,IPH LIMITED,ORDINARY FULLY PAID,AU000000IPH9,#IPH,$IPH
939,IQ3,IQ3CORP LIMITED,ORDINARY FULLY PAID,AU000000IQ36,#IQ3,$IQ3
940,IRE,IRESS LIMITED,ORDINARY FULLY PAID,AU000000IRE2,#IRE,$IRE
941,IR1,IRISMETALS,ORDINARY FULLY PAID,AU0000166134,#IR1,$IR1
942,IRD,IRON ROAD LTD,ORDINARY FULLY PAID,AU000000IRD4,#IRD,$IRD
943,IBC,IRONBARK CAPITAL LTD,ORDINARY FULLY PAID,AU000000IBC0,#IBC,$IBC
944,IBG,IRONBARK ZINC LTD,ORDINARY FULLY PAID,AU000000IBG1,#IBG,$IBG
945,ISU,ISELECT LTD,ORDINARY FULLY PAID,AU000000ISU6,#ISU,$ISU
946,ISD,ISENTIA GROUP LTD,ORDINARY FULLY PAID,AU000000ISD2,#ISD,$ISD
947,ISX,ISIGNTHIS LTD,ORDINARY FULLY PAID,AU000000ISX0,#ISX,$ISX
948,ILA,ISLAND PHARMA,ORDINARY FULLY PAID,AU0000138869,#ILA,$ILA
949,ITM,ITECH MINERALS LTD,ORDINARY FULLY PAID,AU0000177172,#ITM,$ITM
950,IGL,IVEGROUP,ORDINARY FULLY PAID,AU000000IGL0,#IGL,$IGL
951,IXU,IXUP LIMITED,ORDINARY FULLY PAID,AU000000IXU6,#IXU,$IXU
952,JDR,JADAR RESOURCES,ORDINARY FULLY PAID,AU000000JDR2,#JDR,$JDR
953,JGH,JADE GAS HOLDINGS,ORDINARY FULLY PAID,AU0000178477,#JGH,$JGH
954,JAL,JAMESON RESOURCES,ORDINARY FULLY PAID,AU000000JAL1,#JAL,$JAL
955,JAN,JANISON EDU GROUP,ORDINARY FULLY PAID,AU000000JAN7,#JAN,$JAN
956,JHGAA,JANUS HENDERSON,ORDINARY FULLY PAID,AU0000043143,#JHGAA,$JHGAA
957,JHC,JAPARA HEALTHCARE LT,ORDINARY FULLY PAID,AU000000JHC5,#JHC,$JHC
958,JAT,JATCORP LIMITED,ORDINARY FULLY PAID,AU000000JAT4,#JAT,$JAT
959,JXT,JAXSTALTD,ORDINARY FULLY PAID,AU0000032559,#JXT,$JXT
960,JTL,JAYEX TECHNOLOGY LTD,ORDINARY FULLY PAID,AU0000155293,#JTL,$JTL
961,JAY,JAYRIDE GROUP,ORDINARY FULLY PAID,AU000000JAY4,#JAY,$JAY
962,JBH,JB HI-FI LIMITED,ORDINARY FULLY PAID,AU000000JBH7,#JBH,$JBH
963,JCS,JCURVE SOLUTIONS,ORDINARY FULLY PAID,AU000000JCS2,#JCS,$JCS
964,JRV,JERVOIS GLOBAL LTD,ORDINARY FULLY PAID,AU000000JRV4,#JRV,$JRV
965,JRL,JINDALEE RESOURCES,ORDINARY FULLY PAID,AU000000JRL5,#JRL,$JRL
966,JLG,JOHNS LYNG GROUP,ORDINARY FULLY PAID,AU000000JLG8,#JLG,$JLG
967,JYC,JOYCE CORPORATION,ORDINARY FULLY PAID,AU000000JYC0,#JYC,$JYC
968,JDO,JUDO CAP HOLDINGS,ORDINARY FULLY PAID,AU0000182271,#JDO,$JDO
969,JIN,JUMBO INTERACTIVE,ORDINARY FULLY PAID,AU000000JIN0,#JIN,$JIN
970,JNO,JUNO,ORDINARY FULLY PAID,AU0000134173,#JNO,$JNO
971,JPR,JUPITER ENERGY,ORDINARY FULLY PAID,AU000000JPR6,#JPR,$JPR
972,JMS,JUPITER MINES.,ORDINARY FULLY PAID,AU0000005159,#JMS,$JMS
973,KSC,K & S CORPORATION,ORDINARY FULLY PAID,AU000000KSC0,#KSC,$KSC
974,KTG,K-TIG LIMITED,ORDINARY FULLY PAID,AU0000059644,#KTG,$KTG
975,KAM,K2 ASSET MGMT HLDGS,ORDINARY FULLY PAID,AU000000KAM7,#KAM,$KAM
976,K2F,K2FLY LTD,ORDINARY FULLY PAID,AU000000K2F2,#K2F,$K2F
977,KAI,KAIROS MINERALS LTD,ORDINARY FULLY PAID,AU000000KAI5,#KAI,$KAI
978,KAU,KAISER REEF,ORDINARY FULLY PAID,AU0000072506,#KAU,$KAU
979,KZR,KALAMAZOO RESOURCES,ORDINARY FULLY PAID,AU000000KZR3,#KZR,$KZR
980,KAL,KALGOORLIEGOLDMINING,ORDINARY FULLY PAID,AU0000180226,#KAL,$KAL
981,KPO,KALINA POWER LIMITED,ORDINARY FULLY PAID,AU000000KPO1,#KPO,$KPO
982,KLL,KALIUM LAKES LTD,ORDINARY FULLY PAID,AU000000KLL6,#KLL,$KLL
983,KGM,KALNORTH GOLD LTD,ORDINARY FULLY PAID,AU000000KGM4,#KGM,$KGM
984,KAR,KAROON ENERGY LTD,ORDINARY FULLY PAID,AU000000KAR6,#KAR,$KAR
985,KAT,KATANA CAPITAL,ORDINARY FULLY PAID,AU000000KAT2,#KAT,$KAT
986,KZA,KAZIA THERAPEUTICS,ORDINARY FULLY PAID,AU000000KZA9,#KZA,$KZA
987,KPG,KELLY PARTNERS GROUP,ORDINARY FULLY PAID,AU000000KPG7,#KPG,$KPG
988,KEY,KEY PETROLEUM,ORDINARY FULLY PAID,AU000000KEY4,#KEY,$KEY
989,KBC,KEYBRIDGE CAPITAL,ORDINARY FULLY PAID,AU000000KBC6,#KBC,$KBC
990,KTD,KEYTONE DAIRY,ORDINARY FULLY PAID,AU0000010704,#KTD,$KTD
991,KGL,KGL RESOURCES LTD,ORDINARY FULLY PAID,AU000000KGL6,#KGL,$KGL
992,KIL,KILAND LTD,ORDINARY FULLY PAID,AU0000183600,#KIL,$KIL
993,KIN,KIN MIN NL,ORDINARY FULLY PAID,AU000000KIN8,#KIN,$KIN
994,KSL,KINA SECURITIES LTD,ORDINARY FULLY PAID,PG000A143KS8,#KSL,$KSL
995,KKO,KINETIKO ENERGY LTD,ORDINARY FULLY PAID,AU000000KKO2,#KKO,$KKO
996,KIS,KING ISLAND,ORDINARY FULLY PAID,AU000000KIS7,#KIS,$KIS
997,KRR,KING RIVER RESOURCES,ORDINARY FULLY PAID,AU0000033102,#KRR,$KRR
998,KFM,KINGFISHER MINING,ORDINARY FULLY PAID,AU0000118473,#KFM,$KFM
999,KCN,KINGSGATE CONSOLID.,ORDINARY FULLY PAID,AU000000KCN1,#KCN,$KCN
1000,KRM,KINGSROSE MINING LTD,ORDINARY FULLY PAID,AU000000KRM1,#KRM,$KRM
1001,KSN,KINGSTON RESOURCES,ORDINARY FULLY PAID,AU000000KSN7,#KSN,$KSN
1002,KWR,KINGWEST RESOURCES,ORDINARY FULLY PAID,AU0000015471,#KWR,$KWR
1003,KME,KIP MCGRATH EDU.CNTR,ORDINARY FULLY PAID,AU000000KME9,#KME,$KME
1004,KNM,KNEOMEDIA LIMITED,ORDINARY FULLY PAID,AU000000KNM0,#KNM,$KNM
1005,KNO,KNOSYS LIMITED,ORDINARY FULLY PAID,AU000000KNO6,#KNO,$KNO
1006,KGN,KOGAN.COM LTD,ORDINARY FULLY PAID,AU000000KGN2,#KGN,$KGN
1007,KFE,KOGI IRON LTD,ORDINARY FULLY PAID,AU000000KFE3,#KFE,$KFE
1008,KFEAI,KOGI IRON LTD,ORDINARY FULLY PAID,AU0000KFEAI4,#KFEAI,$KFEAI
1009,KKL,KOLLAKORN CORP LTD,ORDINARY FULLY PAID,AU000000KKL8,#KKL,$KKL
1010,KNB,KOONENBERRYGOLD,ORDINARY FULLY PAID,AU0000165896,#KNB,$KNB
1011,KMT,KOPORE METALS LTD,ORDINARY FULLY PAID,AU000000KMT7,#KMT,$KMT
1012,KOR,KORAB RESOURCES,ORDINARY FULLY PAID,AU000000KOR7,#KOR,$KOR
1013,KP2AA,KORE POTASH PLC,ORDINARY FULLY PAID,AU0000039786,#KP2AA,$KP2AA
1014,KOV,KORVEST LTD,ORDINARY FULLY PAID,AU000000KOV9,#KOV,$KOV
1015,KTA,KRAKATOA RESOURCES,ORDINARY FULLY PAID,AU000000KTA2,#KTA,$KTA
1016,KGD,KULA GOLD LIMITED,ORDINARY FULLY PAID,AU000000KGD3,#KGD,$KGD
1017,KNI,KUNIKOLIMITED,ORDINARY FULLY PAID,AU0000159840,#KNI,$KNI
1018,KYK,KYCKR LIMITED,ORDINARY FULLY PAID,AU000000KYK1,#KYK,$KYK
1019,LSF,L1 LONG SHORT FUND,ORDINARY FULLY PAID,AU0000002339,#LSF,$LSF
1020,LRL,LABYRINTH RESOURCES,ORDINARY FULLY PAID,AU0000185597,#LRL,$LRL
1021,LSA,LACHLAN STAR LTD,ORDINARY FULLY PAID,AU000000LSA2,#LSA,$LSA
1022,LKE,LAKE RESOURCES,ORDINARY FULLY PAID,AU000000LKE1,#LKE,$LKE
1023,LKO,LAKES BLUE ENERGY,ORDINARY FULLY PAID,AU000000LKO0,#LKO,$LKO
1024,LHM,LAND HOMES GRP LTD,ORDINARY FULLY PAID,AU000000LHM0,#LHM,$LHM
1025,LNY,LANEWAY RES LTD,ORDINARY FULLY PAID,AU000000LNY3,#LNY,$LNY
1026,LAN,LANYON INVESTMENT,ORDINARY FULLY PAID,AU0000180416,#LAN,$LAN
1027,LRK,LARK DISTILLING CO.,ORDINARY FULLY PAID,AU0000087264,#LRK,$LRK
1028,LRV,LARVOTTORESOURCES,ORDINARY FULLY PAID,AU0000183253,#LRV,$LRV
1029,LBL,LASERBOND LIMITED,ORDINARY FULLY PAID,AU000000LBL5,#LBL,$LBL
1030,LRS,LATIN RESOURCES LTD,ORDINARY FULLY PAID,AU000000LRS6,#LRS,$LRS
1031,LCD,LATITUDE CONSOLIDATE,ORDINARY FULLY PAID,AU000000LCD0,#LCD,$LCD
1032,LFS,LATITUDE GROUP,ORDINARY FULLY PAID,AU0000143687,#LFS,$LFS
1033,LMG,LATROBE MAGNESIUM,ORDINARY FULLY PAID,AU000000LMG2,#LMG,$LMG
1034,LAW,LAWFINANCE LTD,ORDINARY FULLY PAID,AU0000036659,#LAW,$LAW
1035,LBY,LAYBUY GROUP HOLDING,ORDINARY FULLY PAID,NZLBYE0001S0,#LBY,$LBY
1036,LBT,LBT INNOVATIONS,ORDINARY FULLY PAID,AU000000LBT8,#LBT,$LBT
1037,LER,LEAF RES LTD,ORDINARY FULLY PAID,AU000000LER6,#LER,$LER
1038,LCY,LEGACY IRON ORE,ORDINARY FULLY PAID,AU000000LCY6,#LCY,$LCY
1039,LGM,LEGACY MINERALS,ORDINARY FULLY PAID,AU0000165383,#LGM,$LGM
1040,LEG,LEGEND MINING,ORDINARY FULLY PAID,AU000000LEG9,#LEG,$LEG
1041,LCK,LEIGH CRK ENERGY LTD,ORDINARY FULLY PAID,AU000000LCK5,#LCK,$LCK
1042,LPD,LEPIDICO LTD,ORDINARY FULLY PAID,AU000000LPD2,#LPD,$LPD
1043,LIC,LIFESTYLE COMMUNIT.,ORDINARY FULLY PAID,AU000000LIC9,#LIC,$LIC
1044,LMEAB,LIMEADE INC.,ORDINARY FULLY PAID,AU0000084857,#LMEAB,$LMEAB
1045,LML,LINCOLN MINERALS,ORDINARY FULLY PAID,AU000000LML2,#LML,$LML
1046,LIN,LINDIAN RESOURCES,ORDINARY FULLY PAID,AU000000LIN6,#LIN,$LIN
1047,LAU,LINDSAY AUSTRALIA,ORDINARY FULLY PAID,AU000000LAU8,#LAU,$LAU
1048,LNU,LINIUS TECH LIMITED,ORDINARY FULLY PAID,AU000000LNU1,#LNU,$LNU
1049,LNK,LINK ADMIN HLDG,ORDINARY FULLY PAID,AU000000LNK2,#LNK,$LNK
1050,LIO,LION ENERGY LIMITED,ORDINARY FULLY PAID,AU000000LIO4,#LIO,$LIO
1051,LSX,LION SELECTION GRP,ORDINARY FULLY PAID,AU000000LSX4,#LSX,$LSX
1052,LTR,LIONTOWN RESOURCES,ORDINARY FULLY PAID,AU000000LTR4,#LTR,$LTR
1053,LIS,LISENERGYLIMITED,ORDINARY FULLY PAID,AU0000166597,#LIS,$LIS
1054,LEL,LITHENERGY,ORDINARY FULLY PAID,AU0000143497,#LEL,$LEL
1055,LIT,LITHIUM AUSTRALIA NL,ORDINARY FULLY PAID,AU000000LIT3,#LIT,$LIT
1056,LPI,LITHIUM PWR INT LTD,ORDINARY FULLY PAID,AU000000LPI1,#LPI,$LPI
1057,LGP,LITTLE GREEN PHARMA,ORDINARY FULLY PAID,AU0000074924,#LGP,$LGP
1058,LV1,LIVE VERDURE LTD,ORDINARY FULLY PAID,AU0000115180,#LV1,$LV1
1059,LVH,LIVEHIRE LIMITED,ORDINARY FULLY PAID,AU000000LVH1,#LVH,$LVH
1060,LVT,LIVETILES LIMITED,ORDINARY FULLY PAID,AU000000LVT6,#LVT,$LVT
1061,LCT,LIVING CELL TECH.,ORDINARY FULLY PAID,AU000000LCT6,#LCT,$LCT
1062,LPE,LOCALITY PLANNING,ORDINARY FULLY PAID,AU000000LPE0,#LPE,$LPE
1063,LKY,LOCKSLEYRESOURCES,ORDINARY FULLY PAID,AU0000154015,#LKY,$LKY
1064,LDR,LODE RESOURCES,ORDINARY FULLY PAID,AU0000147258,#LDR,$LDR
1065,LSR,LODESTAR MINERALS,ORDINARY FULLY PAID,AU000000LSR6,#LSR,$LSR
1066,LCE,LONDON CITY EQU. LTD,ORDINARY FULLY PAID,AU000000LCE8,#LCE,$LCE
1067,LCL,LOS CERROS LIMITED,ORDINARY FULLY PAID,AU0000075954,#LCL,$LCL
1068,LOT,LOTUS RESOURCES LTD,ORDINARY FULLY PAID,AU0000058737,#LOT,$LOT
1069,LVE,LOVE GROUP GLOBAL,ORDINARY FULLY PAID,AU000000LVE8,#LVE,$LVE
1070,LOV,LOVISA HOLDINGS LTD,ORDINARY FULLY PAID,AU000000LOV7,#LOV,$LOV
1071,LOM,LUCAPA DIAMOND LTD,ORDINARY FULLY PAID,AU000000LOM6,#LOM,$LOM
1072,LKN,LUKIN RESOURCES,ORDINARY FULLY PAID,AU0000175747,#LKN,$LKN
1073,LDX,LUMOS DIAGNOSTICS,ORDINARY FULLY PAID,AU0000157091,#LDX,$LDX
1074,LM8,LUNNONMETALSLIMITED,ORDINARY FULLY PAID,AU0000148975,#LM8,$LM8
1075,LYN,LYCAONRESOURCES,ORDINARY FULLY PAID,AU0000180218,#LYN,$LYN
1076,LYL,LYCOPODIUM LIMITED,ORDINARY FULLY PAID,AU000000LYL7,#LYL,$LYL
1077,LYK,LYKOSMETALSLIMITED,ORDINARY FULLY PAID,AU0000178014,#LYK,$LYK
1078,LYC,LYNAS RARE EARTHS,ORDINARY FULLY PAID,AU000000LYC6,#LYC,$LYC
1079,LGL,LYNCH GROUP HOLDINGS,ORDINARY FULLY PAID,AU0000140477,#LGL,$LGL
1080,M3M,M3MININGLIMITED,ORDINARY FULLY PAID,AU0000157661,#M3M,$M3M
1081,M8S,M8 SUSTAINABLE,ORDINARY FULLY PAID,AU0000064552,#M8S,$M8S
1082,MAF,MA FINANCIAL GROUP,ORDINARY FULLY PAID,AU0000156218,#MAF,$MAF
